,url,index,course_id,review_platform,title,provider,school,published_time,effort_hours(perWeek).,level,price,enrollment_type,course_length,subject,area,value_lead,value_lead.log,value_lead.norm,between,bet_rank,trans,trans_rank,mix_rank,mix_rank.norm,title
735,https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,5881,classCentral-2550,classCentral,A Crash Course in Data Science,Coursera,Johns Hopkins University,3,5,NA,39,FREE audit/Pay for certificate,1,Data Analysis,Data Science,22.0000001,3.13549422,0.003327384,0.004661063,953,0.417982703,759,1712,0.925324675,A Crash Course in Data Science
22,https://www.class-central.com/mooc/1151/coursera-global-warming-i-the-science-and-modeling-of-climate-change,5957,classCentral-2626,classCentral,Global Warming I: The Science and Modeling of Climate Change,Coursera,The University of Chicago,1,3.5,NA,49,FREE audit/Pay for certificate,12,Environmental Science and Sustainability,Physical Science and Engineering,5.0000001,1.791759486,0.000756301,0.004613961,952,0.560511816,645,1597,0.863095238,Global Warming I: The Science and Modeling of Climate Change
459,https://www.class-central.com/mooc/3330/coursera-the-language-and-tools-of-financial-analysis,5254,classCentral-1923,classCentral,The Language and Tools of Financial Analysis,Coursera,University of Melbourne,2,5,NA,49,FREE audit/Pay for certificate,4,Finance,Business,2.0000001,1.098612322,0.00030258,0.00451811,951,0.382528396,780,1731,0.935606061,The Language and Tools of Financial Analysis
480,https://www.class-central.com/mooc/3437/edx-language-revival-securing-the-future-of-endangered-languages,4004,classCentral-673,classCentral,Language Revival: Securing the Future of Endangered Languages,edX,University of Adelaide,3,2.5,Introductory,50,FREE audit/Pay for certificate,NA,Communication,Social Sciences,3.0000001,1.386294386,0.000453821,0.004502701,950,0.542929398,651,1601,0.86525974,Language Revival: Securing the Future of Endangered Languages
711,https://www.class-central.com/mooc/4338/coursera-introduction-to-the-internet-of-things-and-embedded-systems,5271,classCentral-1940,classCentral,Introduction to the Internet of Things and Embedded Systems,Coursera,"University of California, Irvine",4,2,NA,49,FREE audit/Pay for certificate,4,Software Development,Computer Science,18.0000001,2.944438984,0.002722423,0.004471346,949,0.473557104,720,1669,0.902056277,Introduction to the Internet of Things and Embedded Systems
371,https://www.class-central.com/mooc/2943/coursera-positive-psychology,4643,classCentral-1312,classCentral,Positive Psychology,Coursera,The University of North Carolina at Chapel Hill,2,3,NA,49,FREE audit/Pay for certificate,6,Psychology,Social Sciences,29.0000001,3.401197385,0.004386065,0.004471093,948,0.597669853,619,1567,0.846861472,Positive Psychology
557,https://www.class-central.com/mooc/383/coursera-think-again-how-to-reason-and-argue,6340,classCentral-3009,classCentral,Think Again: How to Reason and Argue,Coursera,Duke University,0,NA,Introductory,30,NA,12,Personal Development,Personal Development,13.0000001,2.639057337,0.001966222,0.004458259,947,0.261155999,818,1765,0.954004329,Think Again: How to Reason and Argue
693,https://www.class-central.com/mooc/4307/coursera-introduction-to-html5,5268,classCentral-1937,classCentral,Introduction to HTML5,Coursera,University of Michigan,3,3,NA,49,FREE audit/Pay for certificate,3,Mobile and Web Development,Computer Science,86.00000009,4.46590812,0.013006755,0.004323083,946,0.337510679,793,1739,0.939935065,Introduction to HTML5
15,https://www.class-central.com/mooc/1057/coursera-dino-101-dinosaur-paleobiology,4835,classCentral-1504,classCentral,Dino 101: Dinosaur Paleobiology,Coursera,University of Alberta,1,6.5,Introductory,84,FREE audit/Pay for certificate,12,Biology,Life Sciences,22.0000001,3.13549422,0.003327384,0.004308104,945,0.503056057,694,1639,0.885822511,Dino 101: Dinosaur Paleobiology
736,https://www.class-central.com/mooc/4397/coursera-principles-of-fmri-1,4817,classCentral-1486,classCentral,Principles of fMRI 1,Coursera,Johns Hopkins University,3,5,NA,49,FREE audit/Pay for certificate,4,Data Analysis,Data Science,1.00E-07,1.00E-07,1.00E-07,0.004228993,944,0.515945271,687,1631,0.881493506,Principles of fMRI 1
66,https://www.class-central.com/mooc/1361/coursera-paradoxes-of-war,4982,classCentral-1651,classCentral,Paradoxes of War,Coursera,Princeton University,1,6,NA,NA,NA,13,Governance and Society,Social Sciences,19.0000001,2.995732279,0.002873663,0.004224272,943,0.440072255,735,1678,0.906926407,Paradoxes of War
24,https://www.class-central.com/mooc/1173/coursera-plagues-witches-and-war-the-worlds-of-historical-fiction,5072,classCentral-1741,classCentral,"Plagues, Witches, and War: The Worlds of Historical Fiction",Coursera,University of Virginia,1,2.5,NA,49,FREE audit/Pay for certificate,12,History,Arts and Humanities,18.0000001,2.944438984,0.002722423,0.004160404,942,0.703283772,533,1475,0.797077922,"Plagues, Witches, and War: The Worlds of Historical Fiction"
302,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,5565,classCentral-2234,classCentral,Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,"University of Maryland, College Park",2,4,NA,39,FREE audit/Pay for certificate,5,Entrepreneurship,Business,1.00E-07,1.00E-07,1.00E-07,0.004111989,941,0.516570572,686,1627,0.879329004,Innovation for Entrepreneurs: From Idea to Marketplace
401,https://www.class-central.com/mooc/3059/coursera-epidemics-pandemics-and-outbreaks,4855,classCentral-1524,classCentral,"Epidemics, Pandemics and Outbreaks",Coursera,University of Pittsburgh,2,4,NA,49,FREE audit/Pay for certificate,4,Governance and Society,Social Sciences,1.00E-07,1.00E-07,1.00E-07,0.004058507,940,0.471616971,721,1661,0.897727273,"Epidemics, Pandemics and Outbreaks"
468,https://www.class-central.com/mooc/335/coursera-internet-history-technology-and-security,4923,classCentral-1592,classCentral,"Internet History, Technology, and Security",Coursera,University of Michigan,0,4,NA,49,FREE audit/Pay for certificate,10,Computer Security and Networks,Computer Science,41.0000001,3.737669621,0.006200947,0.004055952,939,0.393503422,770,1709,0.923701299,"Internet History, Technology, and Security"
816,https://www.class-central.com/mooc/509/coursera-the-language-of-hollywood-storytelling-sound-and-color,6266,classCentral-2935,classCentral,"The Language of Hollywood: Storytelling, Sound, and Color",Coursera,Wesleyan University,NA,5,NA,NA,NA,NA,Music and Art,Arts and Humanities,5.0000001,1.791759486,0.000756301,0.004053227,938,0.406175542,765,1703,0.920454545,"The Language of Hollywood: Storytelling, Sound, and Color"
146,https://www.class-central.com/mooc/1724/coursera-principles-of-computing-part-1,5562,classCentral-2231,classCentral,Principles of Computing (Part 1),Coursera,Rice University,1,8.5,Intermediate,49,FREE audit/Pay for certificate,4,Software Development,Computer Science,22.0000001,3.13549422,0.003327384,0.003983885,937,0.511382446,690,1627,0.879329004,Principles of Computing (Part 1)
137,https://www.class-central.com/mooc/1714/coursera-getting-and-cleaning-data,5694,classCentral-2363,classCentral,Getting and Cleaning Data,Coursera,Johns Hopkins University,1,6.5,NA,49,FREE audit/Pay for certificate,4,Data Analysis,Data Science,41.0000001,3.737669621,0.006200947,0.003907104,936,0.38445276,776,1712,0.925324675,Getting and Cleaning Data
33,https://www.class-central.com/mooc/1236/edx-discrete-time-signals-and-systems-part-1-time-domain,3726,classCentral-395,classCentral,"Discrete Time Signals and Systems, Part 1: Time Domain",edX,Rice University,1,8,Advanced,35,FREE audit,5,Engineering,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0.003895796,935,0.429304448,747,1682,0.909090909,"Discrete Time Signals and Systems, Part 1: Time Domain"
50,https://www.class-central.com/mooc/1333/edx-how-to-write-an-essay,4625,classCentral-1294,classCentral,How to Write an Essay,edX,"University of California, Berkeley",1,5.5,Introductory,49,FREE audit/Pay for certificate,5,Humanities,Arts and Humanities,11.0000001,2.484906658,0.001663742,0.003777508,934,0.287653955,813,1747,0.944264069,How to Write an Essay
328,https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,5703,classCentral-2372,classCentral,Marketing in a Digital World,Coursera,University of Illinois at Urbana-Champaign,2,7,Introductory,79,FREE audit/Pay for certificate,4,Marketing,Business,117.0000001,4.770684625,0.0176952,0.003712404,933,0.432895384,744,1677,0.906385281,Marketing in a Digital World
138,https://www.class-central.com/mooc/1715/coursera-exploratory-data-analysis,5353,classCentral-2022,classCentral,Exploratory Data Analysis,Coursera,Johns Hopkins University,1,6.5,NA,49,FREE audit/Pay for certificate,4,Data Analysis,Data Science,29.0000001,3.401197385,0.004386065,0.003624255,932,0.435604489,740,1672,0.903679654,Exploratory Data Analysis
19,https://www.class-central.com/mooc/1137/coursera-introduction-to-marketing,4933,classCentral-1602,classCentral,Introduction to Marketing,Coursera,University of Pennsylvania,1,5,NA,79,FREE audit/Pay for certificate,5,Marketing,Business,60.0000001,4.110873866,0.00907451,0.00356599,931,0.506460176,693,1624,0.877705628,Introduction to Marketing
206,https://www.class-central.com/mooc/2027/edx-leaders-of-learning,3417,classCentral-86,classCentral,Leaders of Learning,edX,Harvard University,2,3,Introductory,99,FREE audit/Pay for certificate,6,Education & Teacher Training,Social Sciences,15.0000001,2.772588728,0.002268703,0.003526299,930,0.82739466,463,1393,0.752705628,Leaders of Learning
688,https://www.class-central.com/mooc/4298/coursera-classical-sociological-theory,4909,classCentral-1578,classCentral,Classical Sociological Theory,Coursera,University of Amsterdam,4,NA,NA,49,FREE audit/Pay for certificate,8,Governance and Society,Social Sciences,18.0000001,2.944438984,0.002722423,0.003493427,929,0.560678316,643,1572,0.8495671,Classical Sociological Theory
1005,https://www.class-central.com/mooc/934/coursera-antimicrobial-stewardship-optimization-of-antibiotic-practices,6126,classCentral-2795,classCentral,Antimicrobial Stewardship: Optimization of Antibiotic Practices,Coursera,Stanford University,1,1.5,NA,NA,NA,NA,Medicine & Healthcare,Life Sciences,1.00E-07,1.00E-07,1.00E-07,0.003472453,928,0.685786541,545,1473,0.795995671,Antimicrobial Stewardship: Optimization of Antibiotic Practices
567,https://www.class-central.com/mooc/3885/coursera-general-chemistry-concept-development-and-application,5709,classCentral-2378,classCentral,General Chemistry: Concept Development and Application,Coursera,Rice University,4,NA,NA,NA,NA,11,Chemistry,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0.003434049,927,0.625282339,600,1527,0.82521645,General Chemistry: Concept Development and Application
314,https://www.class-central.com/mooc/2728/coursera-initiating-and-planning-projects,5162,classCentral-1831,classCentral,Initiating and Planning Projects,Coursera,"University of California, Irvine",2,2.5,NA,49,FREE audit/Pay for certificate,4,Leadership and Management,Business,23.0000001,3.178053835,0.003478624,0.003385298,926,0.435556126,741,1667,0.900974026,Initiating and Planning Projects
1020,https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i,5024,classCentral-1693,classCentral,The Emergence of the Modern Middle East - Part I,Coursera,Tel Aviv University,1,NA,NA,49,FREE audit/Pay for certificate,4,History,Arts and Humanities,51.0000001,3.951243721,0.007713349,0.003379886,925,0.55066049,649,1574,0.850649351,The Emergence of the Modern Middle East - Part I
744,https://www.class-central.com/mooc/444/edx-6-002x-circuits-and-electronics,4523,classCentral-1192,classCentral,Circuits and Electronics,edX,Massachusetts Institute of Technology,0,5,Introductory,99,FREE audit/Pay for certificate,6,Electronics,Physical Science and Engineering,5.0000001,1.791759486,0.000756301,0.003354245,924,0.433918409,742,1666,0.9004329,Circuits and Electronics
667,https://www.class-central.com/mooc/4258/coursera-ruby-on-rails-an-introduction,5474,classCentral-2143,classCentral,Ruby on Rails: An Introduction,Coursera,Johns Hopkins University,3,2.5,NA,49,FREE audit/Pay for certificate,3,Mobile and Web Development,Computer Science,21.0000001,3.091042458,0.003176144,0.003283337,923,0.266738922,817,1740,0.94047619,Ruby on Rails: An Introduction
624,https://www.class-central.com/mooc/4183/coursera-inspiring-and-motivating-individuals,5470,classCentral-2139,classCentral,Inspiring and Motivating Individuals,Coursera,University of Michigan,3,4,NA,49,FREE audit/Pay for certificate,4,Leadership and Management,Business,9.0000001,2.302585103,0.001361262,0.003282913,922,0.300072255,807,1729,0.93452381,Inspiring and Motivating Individuals
56,https://www.class-central.com/mooc/1343/coursera-age-of-jefferson,5452,classCentral-2121,classCentral,Age of Jefferson,Coursera,University of Virginia,1,2,NA,49,FREE audit/Pay for certificate,7,History,Arts and Humanities,18.0000001,2.944438984,0.002722423,0.003278988,921,0.577850033,628,1549,0.837121212,Age of Jefferson
954,https://www.class-central.com/mooc/733/coursera-epidemiology-the-basic-science-of-public-health,4686,classCentral-1355,classCentral,Epidemiology: The Basic Science of Public Health,Coursera,The University of North Carolina at Chapel Hill,1,2.5,NA,49,FREE audit/Pay for certificate,6,Medicine & Healthcare,Life Sciences,3.0000001,1.386294386,0.000453821,0.003272643,920,0.801241846,478,1398,0.755411255,Epidemiology: The Basic Science of Public Health
385,https://www.class-central.com/mooc/2987/coursera-introduction-to-classical-music,5165,classCentral-1834,classCentral,Introduction to Classical Music,Coursera,Yale University,2,4,NA,49,FREE audit/Pay for certificate,9,Music and Art,Arts and Humanities,38.0000001,3.663561649,0.005747226,0.003240632,919,0.632207562,590,1509,0.81547619,Introduction to Classical Music
804,https://www.class-central.com/mooc/504/coursera-synapses-neurons-and-brains,4838,classCentral-1507,classCentral,"Synapses, Neurons and Brains",Coursera,Hebrew University of Jerusalem,NA,NA,NA,49,FREE audit/Pay for certificate,10,Biology,Life Sciences,13.0000001,2.639057337,0.001966222,0.003204267,918,0.562825292,641,1559,0.842532468,"Synapses, Neurons and Brains"
642,https://www.class-central.com/mooc/4212/coursera-object-oriented-programming-in-java,5173,classCentral-1842,classCentral,Object Oriented Programming in Java,Coursera,"University of California, San Diego",3,5,Intermediate,49,FREE audit/Pay for certificate,6,Software Development,Computer Science,24.0000001,3.218875829,0.003629864,0.003190554,917,0.316089571,802,1719,0.929112554,Object Oriented Programming in Java
47,https://www.class-central.com/mooc/1327/coursera-what-s-your-big-idea,4730,classCentral-1399,classCentral,What¡¯s Your Big Idea?,Coursera,The University of North Carolina at Chapel Hill,1,2.5,NA,49,FREE audit/Pay for certificate,6,Business Strategy,Business,1.00E-07,1.00E-07,1.00E-07,0.00317286,916,0.535631036,664,1580,0.853896104,What¡¯s Your Big Idea?
712,https://www.class-central.com/mooc/4340/coursera-quantitative-methods,4738,classCentral-1407,classCentral,Quantitative Methods,Coursera,University of Amsterdam,3,4.5,NA,39,FREE audit/Pay for certificate,8,Research Methods,Physical Science and Engineering,15.0000001,2.772588728,0.002268703,0.003105868,915,0.492379948,707,1622,0.876623377,Quantitative Methods
926,https://www.class-central.com/mooc/667/coursera-soren-kierkegaard-subjectivity-irony-and-the-crisis-of-modernity,4639,classCentral-1308,classCentral,"S©ªren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity",Coursera,University of Copenhagen,1,5.5,NA,49,FREE audit/Pay for certificate,8,Philosophy,Arts and Humanities,8.0000001,2.197224588,0.001210021,0.003080172,914,0.681810622,549,1463,0.790584416,"S©ªren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity"
303,https://www.class-central.com/mooc/2709/coursera-new-venture-finance-startup-funding-for-entrepreneurs,5623,classCentral-2292,classCentral,New Venture Finance: Startup Funding for Entrepreneurs,Coursera,"University of Maryland, College Park",2,4,NA,39,FREE audit/Pay for certificate,4,Entrepreneurship,Business,1.00E-07,1.00E-07,1.00E-07,0.003014143,913,0.535631036,664,1577,0.852272727,New Venture Finance: Startup Funding for Entrepreneurs
85,https://www.class-central.com/mooc/1454/coursera-logic-language-and-information-1,6277,classCentral-2946,classCentral,Logic: Language and Information 1,Coursera,University of Melbourne,1,7,NA,NA,NA,NA,Math and Logic,Math and Logic,1.00E-07,1.00E-07,1.00E-07,0.00301322,912,0.666738922,558,1470,0.794372294,Logic: Language and Information 1
49,https://www.class-central.com/mooc/1332/edx-the-science-of-everyday-thinking,3699,classCentral-368,classCentral,The Science of Everyday Thinking,edX,University of Queensland,1,2,Introductory,99,FREE audit/Pay for certificate,12,Business & Management,Business,123.0000001,4.820281566,0.018602641,0.003007914,911,0.907513272,432,1343,0.725649351,The Science of Everyday Thinking
143,https://www.class-central.com/mooc/1720/coursera-developing-data-products,5157,classCentral-1826,classCentral,Developing Data Products,Coursera,Johns Hopkins University,1,6.5,NA,49,FREE audit/Pay for certificate,4,Data Analysis,Data Science,11.0000001,2.484906658,0.001663742,0.00299762,910,0.437813302,738,1648,0.890692641,Developing Data Products
733,https://www.class-central.com/mooc/4389/coursera-data-science-in-real-life,5795,classCentral-2464,classCentral,Data Science in Real Life,Coursera,Johns Hopkins University,3,5,NA,39,FREE audit/Pay for certificate,1,Data Analysis,Data Science,9.0000001,2.302585103,0.001361262,0.002949916,908,0.489143293,709,1617,0.873917749,Data Science in Real Life
